START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*
06-10-2016 21:11,06-10-2016 21:17,Personal,Kissimmee,Orlando,3.6,
07-10-2016 21:11,07-10-2016 21:17,Personal,Couples Glen,Vista East,27.2,
08-10-2016 21:11,08-10-2016 21:17,Personal,Orlando,Kissimmee,25.7,
09-10-2016 21:11,09-10-2016 21:17,Personal,Kissimmee,Orlando,13.6,
10-10-2016 21:11,10-10-2016 21:17,Personal,Sand Lake Commons,Sky Lake,6.2,
11-10-2016 21:11,11-10-2016 21:17,Personal,Sky Lake,Sand Lake Commons,6,
12-10-2016 21:11,12-10-2016 21:17,Personal,Orlando,Kissimmee,13.8,
13-10-2016 21:11,13-10-2016 21:17,Business,Orlando,Kissimmee,28.8,Meal/Entertain
14-10-2016 21:11,14-10-2016 21:17,Business,Kissimmee,Orlando,16.1,Temporary Site
15-10-2016 21:11,15-10-2016 21:17,Business,Orlando,Kissimmee,16.4,Meal/Entertain
16-10-2016 21:11,16-10-2016 21:17,Business,Kissimmee,Kissimmee,11,Meeting
17-10-2016 21:11,17-10-2016 21:17,Business,Kissimmee,Orlando,15.5,Customer Visit
18-10-2016 21:11,18-10-2016 21:17,Business,Orlando,Kissimmee,20.3,Meeting
19-10-2016 21:11,19-10-2016 21:17,Personal,Kissimmee,Kissimmee,0.7,
20-10-2016 21:11,20-10-2016 21:17,Personal,Kissimmee,Kissimmee,5.5,
21-10-2016 21:11,21-10-2016 21:17,Personal,Kissimmee,Kissimmee,5.1,
22-10-2016 21:11,22-10-2016 21:17,Business,Kissimmee,Daytona Beach,77.3,Customer Visit
23-10-2016 21:11,23-10-2016 21:17,Business,Daytona Beach,Jacksonville,80.5,Customer Visit
24-10-2016 21:11,24-10-2016 21:17,Business,Jacksonville,Ridgeland,174.2,Customer Visit
25-10-2016 21:11,25-10-2016 21:17,Business,Ridgeland,Florence,144,Meeting
26-10-2016 21:11,26-10-2016 21:17,Business,Florence,Cary,159.3,Meeting
27-10-2016 21:11,27-10-2016 21:17,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
28-10-2016 21:11,28-10-2016 21:17,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
29-10-2016 21:11,29-10-2016 21:17,Business,Cary,Morrisville,6.1,Meal/Entertain
30-10-2016 21:11,30-10-2016 21:17,Business,Morrisville,Cary,6.1,Errand/Supplies
31-10-2016 21:11,31-10-2016 21:17,Business,Cary,Durham,10.5,Meeting
01-11-2016 21:11,01-11-2016 21:17,Business,Durham,Cary,8.7,Meal/Entertain
02-11-2016 21:11,02-11-2016 21:17,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies
03-11-2016 21:11,03-11-2016 21:17,Business,Cary,Raleigh,19.1,Meeting
04-11-2016 21:11,04-11-2016 21:17,Business,Raleigh,Cary,18.6,Meeting
05-11-2016 21:11,05-11-2016 21:17,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
06-11-2016 21:11,06-11-2016 21:17,Business,Cary,Raleigh,8.9,Meeting
07-11-2016 21:11,07-11-2016 21:17,Business,Meredith,Cedar Hill,7.5,Customer Visit
08-11-2016 21:11,08-11-2016 21:17,Business,Raleigh,Morrisville,15.9,Meeting
09-11-2016 21:11,09-11-2016 21:17,Business,Morrisville,Cary,6.5,Meal/Entertain
10-11-2016 21:11,10-11-2016 21:17,Business,Cary,Holly Springs,15.3,Temporary Site
11-11-2016 21:11,11-11-2016 21:17,Business,Holly Springs,Cary,13.7,Temporary Site
12-11-2016 21:11,12-11-2016 21:17,Business,Cary,Raleigh,11.9,Temporary Site
13-11-2016 21:11,13-11-2016 21:17,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies
14-11-2016 21:11,14-11-2016 21:17,Business,Raleigh,Cary,15.2,Meeting
15-11-2016 21:11,15-11-2016 21:17,Business,Cary,Morrisville,6,Errand/Supplies
16-11-2016 21:11,16-11-2016 21:17,Business,Morrisville,Cary,6.1,Meal/Entertain
17-11-2016 21:11,17-11-2016 21:17,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain
18-11-2016 21:11,18-11-2016 21:17,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
19-11-2016 21:11,19-11-2016 21:17,Business,Cary,Raleigh,13.6,Meeting
20-11-2016 21:11,20-11-2016 21:17,Business,Raleigh,Cary,22.5,Meeting
21-11-2016 21:11,21-11-2016 21:17,Business,Cary,Durham,10.4,Meeting
22-11-2016 21:11,22-11-2016 21:17,Business,Durham,Cary,10,Meeting
23-11-2016 21:11,23-11-2016 21:17,Business,Whitebridge,Tanglewood,6,Meal/Entertain
24-11-2016 21:11,24-11-2016 21:17,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain
25-11-2016 21:11,25-11-2016 21:17,Business,Cary,Morrisville,3.1,Errand/Supplies
26-11-2016 21:11,26-11-2016 21:17,Business,Chessington,Chessington,1.9,Errand/Supplies
27-11-2016 21:11,27-11-2016 21:17,Business,Morrisville,Cary,4.2,Between Offices
28-11-2016 21:11,28-11-2016 21:17,Business,Whitebridge,Burtrose,4.9,Between Offices
29-11-2016 21:11,29-11-2016 21:17,Business,Burtrose,Whitebridge,4.8,Between Offices
30-11-2016 21:11,30-11-2016 21:17,Business,Cary,Raleigh,12.4,Customer Visit
01-12-2016 21:11,01-12-2016 21:17,Business,Raleigh,Cary,32.8,Customer Visit
02-12-2016 21:11,02-12-2016 21:17,Business,Morrisville,Cary,5.5,Customer Visit
03-12-2016 21:11,03-12-2016 21:17,Business,Cary,Durham,9.9,Meeting
04-12-2016 21:11,04-12-2016 21:17,Business,Durham,Cary,10,Meeting
05-12-2016 21:11,05-12-2016 21:17,Business,Cary,Durham,14.2,Customer Visit
06-12-2016 21:11,06-12-2016 21:17,Business,Durham,Cary,18.2,Meeting
07-12-2016 21:11,07-12-2016 21:17,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain
08-12-2016 21:11,08-12-2016 21:17,Business,Waverly Place,Whitebridge,6.8,
09-12-2016 21:11,09-12-2016 21:17,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain
10-12-2016 21:11,10-12-2016 21:17,Business,Westpark Place,Whitebridge,2.3,
11-12-2016 21:11,11-12-2016 21:17,Business,Whitebridge,Tanglewood,6.2,Between Offices
12-12-2016 21:11,12-12-2016 21:17,Business,Tanglewood,Parkway,7.5,Meeting
13-12-2016 21:11,13-12-2016 21:17,Business,Parkway,Whitebridge,3.1,Errand/Supplies
14-12-2016 21:11,14-12-2016 21:17,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies
15-12-2016 21:11,15-12-2016 21:17,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain
16-12-2016 21:11,16-12-2016 21:17,Business,Morrisville,Cary,2.5,Meal/Entertain
17-12-2016 21:11,17-12-2016 21:17,Business,Cary,Morrisville,8.7,Meal/Entertain
18-12-2016 21:11,18-12-2016 21:17,Business,Mcvan,Capitol One,14.5,Errand/Supplies
19-12-2016 21:11,19-12-2016 21:17,Business,Capitol One,University District,4.5,Meal/Entertain
20-12-2016 21:11,20-12-2016 21:17,Business,University District,Capitol One,5,Meal/Entertain
21-12-2016 21:11,21-12-2016 21:17,Business,Seattle,Redmond,14.2,Meal/Entertain
22-12-2016 21:11,22-12-2016 21:17,Business,Redmond,Bellevue,2.9,Errand/Supplies
23-12-2016 21:11,23-12-2016 21:17,Business,Bellevue,Seattle,12.9,Meeting
24-12-2016 21:11,24-12-2016 21:17,Business,Capitol One,Mcvan,14.4,Meeting
25-12-2016 21:11,25-12-2016 21:17,Business,Chapel Hill,Morrisville,17,Meeting
26-12-2016 21:11,26-12-2016 21:17,Business,Morrisville,Cary,7.9,Customer Visit
27-12-2016 21:11,27-12-2016 21:17,Business,Cary,Morrisville,8.4,Customer Visit
28-12-2016 21:11,28-12-2016 21:17,Business,San Francisco,Palo Alto,20.5,Between Offices
29-12-2016 21:11,29-12-2016 21:17,Business,Palo Alto,Sunnyvale,9.8,Customer Visit
30-12-2016 21:11,30-12-2016 21:17,Business,Sunnyvale,Newark,17.6,Customer Visit
31-12-2016 21:11,31-12-2016 21:17,Business,Newark,Menlo Park,9.3,Customer Visit
01-01-2017 21:11,01-01-2017 21:17,Business,Menlo Park,Newark,7.9,Customer Visit
02-01-2017 21:11,02-01-2017 21:17,Business,Newark,San Francisco,25.6,Meeting
03-01-2017 21:11,03-01-2017 21:17,Business,Morrisville,Cary,8.1,Meeting
04-01-2017 21:11,04-01-2017 21:17,Business,Cary,Morrisville,3.1,Meal/Entertain
05-01-2017 21:11,05-01-2017 21:17,Business,Morrisville,Cary,3.1,Meal/Entertain
06-01-2017 21:11,06-01-2017 21:17,Business,Whitebridge,Preston,2.8,Errand/Supplies
07-01-2017 21:11,07-01-2017 21:17,Business,Preston,Westpark Place,2.7,Errand/Supplies
08-01-2017 21:11,08-01-2017 21:17,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies
09-01-2017 21:11,09-01-2017 21:17,Business,Cary,Morrisville,8.4,Customer Visit
10-01-2017 21:11,10-01-2017 21:17,Business,Morrisville,Raleigh,7.6,Customer Visit
11-01-2017 21:11,11-01-2017 21:17,Business,Old City,Parkway Museums,2.9,Meal/Entertain
12-01-2017 21:11,12-01-2017 21:17,Business,Old City,Hog Island,11.2,Meeting
13-01-2017 21:11,13-01-2017 21:17,Business,Morrisville,Cary,8.2,Meal/Entertain
14-01-2017 21:11,14-01-2017 21:17,Business,Cary,Morrisville,3,Meal/Entertain
15-01-2017 21:11,15-01-2017 21:17,Business,Morrisville,Cary,2.5,Meal/Entertain
16-01-2017 21:11,16-01-2017 21:17,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
17-01-2017 21:11,17-01-2017 21:17,Business,Savon Height,Whitebridge,3.6,Errand/Supplies
18-01-2017 21:11,18-01-2017 21:17,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies
19-01-2017 21:11,19-01-2017 21:17,Business,Savon Height,Kilarney Woods,1.2,
20-01-2017 21:11,20-01-2017 21:17,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies
21-01-2017 21:11,21-01-2017 21:17,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies
22-01-2017 21:11,22-01-2017 21:17,Business,Cary,Morrisville,6.1,Meal/Entertain
23-01-2017 21:11,23-01-2017 21:17,Business,Morrisville,Cary,11.3,Customer Visit
24-01-2017 21:11,24-01-2017 21:17,Business,Cary,Raleigh,14.9,Meeting
25-01-2017 21:11,25-01-2017 21:17,Business,Raleigh,Cary,14,Meeting
26-01-2017 21:11,26-01-2017 21:17,Business,Westpark Place,Whitebridge,1.8,
27-01-2017 21:11,27-01-2017 21:17,Business,Cary,Morrisville,6.7,Customer Visit
28-01-2017 21:11,28-01-2017 21:17,Business,Morrisville,Cary,9.6,Meeting
29-01-2017 21:11,29-01-2017 21:17,Business,Cary,Durham,10.4,Meeting
30-01-2017 21:11,30-01-2017 21:17,Business,Durham,Cary,9.9,Meeting
31-01-2017 21:11,31-01-2017 21:17,Business,Cary,Morrisville,6,Meal/Entertain
01-02-2017 21:11,01-02-2017 21:17,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
02-02-2017 21:11,02-02-2017 21:17,Business,Morrisville,Cary,3.1,Errand/Supplies
03-02-2017 21:11,03-02-2017 21:17,Business,Huntington Woods,Weston,1.7,Errand/Supplies
04-02-2017 21:11,04-02-2017 21:17,Business,Morrisville,Cary,4,Between Offices
05-02-2017 21:11,05-02-2017 21:17,Business,Whitebridge,Savon Height,7.8,Customer Visit
06-02-2017 21:11,06-02-2017 21:17,Business,Cary,Morrisville,7.8,Customer Visit
07-02-2017 21:11,07-02-2017 21:17,Business,Weston,Weston,3.8,Meal/Entertain
08-02-2017 21:11,08-02-2017 21:17,Business,Morrisville,Cary,2.5,Meal/Entertain
09-02-2017 21:11,09-02-2017 21:17,Business,Cary,Durham,9.9,Meeting
10-02-2017 21:11,10-02-2017 21:17,Business,Durham,Cary,9.9,Meeting
11-02-2017 21:11,11-02-2017 21:17,Business,Whitebridge,Hazelwood,3,Errand/Supplies
12-02-2017 21:11,12-02-2017 21:17,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies
13-02-2017 21:11,13-02-2017 21:17,Business,Cary,Apex,5.7,Meal/Entertain
14-02-2017 21:11,14-02-2017 21:17,Business,Apex,Cary,7.2,Meal/Entertain
15-02-2017 21:11,15-02-2017 21:17,Business,Cary,Durham,10.4,Meeting
16-02-2017 21:11,16-02-2017 21:17,Business,Durham,Cary,9.9,Meeting
17-02-2017 21:11,17-02-2017 21:17,Business,Cary,Durham,10.4,Meeting
18-02-2017 21:11,18-02-2017 21:17,Business,Durham,Cary,9.9,Meeting
19-02-2017 21:11,19-02-2017 21:17,Business,Cary,Morrisville,8.7,Meal/Entertain
20-02-2017 21:11,20-02-2017 21:17,Business,Jamaica,New York,22.3,Errand/Supplies
21-02-2017 21:11,21-02-2017 21:17,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
22-02-2017 21:11,22-02-2017 21:17,Business,Medical Centre,Tudor City,0.7,Errand/Supplies
23-02-2017 21:11,23-02-2017 21:17,Business,Rose Hill,Soho,2.5,Meal/Entertain
24-02-2017 21:11,24-02-2017 21:17,Business,Soho,Tribeca,0.5,Errand/Supplies
25-02-2017 21:11,25-02-2017 21:17,Business,Tribeca,Financial District,0.9,Errand/Supplies
26-02-2017 21:11,26-02-2017 21:17,Business,Financial District,Kips Bay,4.8,Errand/Supplies
27-02-2017 21:11,27-02-2017 21:17,Business,New York,Jamaica,16.3,Meeting
28-02-2017 21:11,28-02-2017 21:17,Business,Cary,Durham,10.4,Meeting
01-03-2017 21:11,01-03-2017 21:17,Business,Durham,Cary,9.9,Meeting
02-03-2017 21:11,02-03-2017 21:17,Business,Cary,Morrisville,3.7,Errand/Supplies
03-03-2017 21:11,03-03-2017 21:17,Business,Morrisville,Cary,4.6,Meal/Entertain
04-03-2017 21:11,04-03-2017 21:17,Business,Westpark Place,Whitebridge,1.7,
05-03-2017 21:11,05-03-2017 21:17,Business,Cary,Durham,10.4,Meeting
06-03-2017 21:11,06-03-2017 21:17,Business,Durham,Cary,9.9,Meeting
07-03-2017 21:11,07-03-2017 21:17,Business,Cary,Morrisville,2.5,Meal/Entertain
08-03-2017 21:11,08-03-2017 21:17,Business,Morrisville,Cary,4.3,Errand/Supplies
09-03-2017 21:11,09-03-2017 21:17,Business,Parkway,Whitebridge,2.8,Errand/Supplies
10-03-2017 21:11,10-03-2017 21:17,Business,Cary,Morrisville,8.4,Meal/Entertain
11-03-2017 21:11,11-03-2017 21:17,Business,Oakland,Emeryville,13.2,Meeting
12-03-2017 21:11,12-03-2017 21:17,Business,Emeryville,Berkeley,3.9,Meal/Entertain
13-03-2017 21:11,13-03-2017 21:17,Business,Berkeley,Oakland,5.1,Meal/Entertain
14-03-2017 21:11,14-03-2017 21:17,Business,Oakland,Unknown Location,5.2,Customer Visit
15-03-2017 21:11,15-03-2017 21:17,Business,Emeryville,San Francisco,9.8,
16-03-2017 21:11,16-03-2017 21:17,Business,San Francisco,Emeryville,11.6,Meeting
17-03-2017 21:11,17-03-2017 21:17,Business,Emeryville,Oakland,5.1,Meeting
18-03-2017 21:11,18-03-2017 21:17,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies
19-03-2017 21:11,19-03-2017 21:17,Business,Kenner,New Orleans,12.4,Between Offices
20-03-2017 21:11,20-03-2017 21:17,Business,CBD,Lower Garden District,1.9,Between Offices
21-03-2017 21:11,21-03-2017 21:17,Business,Lower Garden District,Lakeview,6.4,Customer Visit
22-03-2017 21:11,22-03-2017 21:17,Personal,Lakeview,Storyville,5.5,
23-03-2017 21:11,23-03-2017 21:17,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain
24-03-2017 21:11,24-03-2017 21:17,Business,New Orleans,Metairie,14.5,
25-03-2017 21:11,25-03-2017 21:17,Business,Metairie,Kenner,2.7,
26-03-2017 21:11,26-03-2017 21:17,Business,Kenner,New Orleans,15,
27-03-2017 21:11,27-03-2017 21:17,Business,New Orleans,Kenner,12.9,
28-03-2017 21:11,28-03-2017 21:17,Business,Kenner,New Orleans,13.6,
29-03-2017 21:11,29-03-2017 21:17,Business,New Orleans,Kenner,12.2,
30-03-2017 21:11,30-03-2017 21:17,Business,Morrisville,Cary,8.7,
31-03-2017 21:11,31-03-2017 21:17,Business,Cary,Raleigh,6,
01-04-2017 21:11,01-04-2017 21:17,Business,Raleigh,Cary,5.9,
02-04-2017 21:11,02-04-2017 21:17,Business,Cary,Raleigh,19.3,
03-04-2017 21:11,03-04-2017 21:17,Business,Raleigh,Cary,16.6,Meal/Entertain
04-04-2017 21:11,04-04-2017 21:17,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain
05-04-2017 21:11,05-04-2017 21:17,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain
06-04-2017 21:11,06-04-2017 21:17,Business,Cary,Raleigh,8.6,Errand/Supplies
07-04-2017 21:11,07-04-2017 21:17,Business,Raleigh,Morrisville,9,Errand/Supplies
08-04-2017 21:11,08-04-2017 21:17,Business,Morrisville,Cary,3.1,Errand/Supplies
09-04-2017 21:11,09-04-2017 21:17,Business,Cary,Morrisville,8.4,Temporary Site
10-04-2017 21:11,10-04-2017 21:17,Business,Kenner,New Orleans,12.8,
11-04-2017 21:11,11-04-2017 21:17,Business,CBD,Bywater,4.5,
12-04-2017 21:11,12-04-2017 21:17,Business,New Orleans,Chalmette,11.8,Between Offices
13-04-2017 21:11,13-04-2017 21:17,Business,Chalmette,Arabi,1.1,Errand/Supplies
14-04-2017 21:11,14-04-2017 21:17,Business,Arabi,Metairie,17,Meal/Entertain
15-04-2017 21:11,15-04-2017 21:17,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting
16-04-2017 21:11,16-04-2017 21:17,Business,Metairie,New Orleans,15.5,Meeting
17-04-2017 21:11,17-04-2017 21:17,Business,Storyville,Marigny,1.6,
18-04-2017 21:11,18-04-2017 21:17,Business,Marigny,Storyville,1.5,
19-04-2017 21:11,19-04-2017 21:17,Business,New Orleans,Kenner,12.6,Meeting
20-04-2017 21:11,20-04-2017 21:17,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,
21-04-2017 21:11,21-04-2017 21:17,Business,Kenner,Kenner,2.2,
22-04-2017 21:11,22-04-2017 21:17,Business,Kenner,New Orleans,13,
23-04-2017 21:11,23-04-2017 21:17,Business,New Orleans,Covington,46.9,
24-04-2017 21:11,24-04-2017 21:17,Business,Covington,Covington,2.5,
25-04-2017 21:11,25-04-2017 21:17,Business,Covington,Covington,8.6,
26-04-2017 21:11,26-04-2017 21:17,Business,Covington,Covington,5.2,
27-04-2017 21:11,27-04-2017 21:17,Business,Covington,Covington,7.6,
28-04-2017 21:11,28-04-2017 21:17,Business,Covington,Covington,1.8,
29-04-2017 21:11,29-04-2017 21:17,Business,Covington,Mandeville,4.7,
30-04-2017 21:11,30-04-2017 21:17,Business,Mandeville,Mandeville,2.8,
01-05-2017 21:11,01-05-2017 21:17,Business,Mandeville,Metairie,30,
02-05-2017 21:11,02-05-2017 21:17,Business,Metairie,Kenner,4.4,
03-05-2017 21:11,03-05-2017 21:17,Business,Jamestown Court,Jamestown Court,1,
04-05-2017 21:11,04-05-2017 21:17,Business,Morrisville,Cary,8.2,Customer Visit
05-05-2017 21:11,05-05-2017 21:17,Business,Cary,Durham,10.4,Meeting
06-05-2017 21:11,06-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
07-05-2017 21:11,07-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
08-05-2017 21:11,08-05-2017 21:17,Business,Cary,Morrisville,7.3,
09-05-2017 21:11,09-05-2017 21:17,Business,Morrisville,Cary,7.4,
10-05-2017 21:11,10-05-2017 21:17,Business,Whitebridge,Westpark Place,1.6,
11-05-2017 21:11,11-05-2017 21:17,Business,Westpark Place,Whitebridge,1.8,
12-05-2017 21:11,12-05-2017 21:17,Business,Cary,Durham,10.4,Meeting
13-05-2017 21:11,13-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
14-05-2017 21:11,14-05-2017 21:17,Business,Cary,Durham,9.9,Meeting
15-05-2017 21:11,15-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
16-05-2017 21:11,16-05-2017 21:17,Business,Cary,Raleigh,13.3,Meeting
17-05-2017 21:11,17-05-2017 21:17,Business,Raleigh,Cary,11.3,Meeting
18-05-2017 21:11,18-05-2017 21:17,Business,Cary,Durham,10.5,Meeting
19-05-2017 21:11,19-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
20-05-2017 21:11,20-05-2017 21:17,Business,Cary,Durham,10.1,Meeting
21-05-2017 21:11,21-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
22-05-2017 21:11,22-05-2017 21:17,Business,Cary,Morrisville,3.1,Errand/Supplies
23-05-2017 21:11,23-05-2017 21:17,Business,Morrisville,Cary,3.1,Errand/Supplies
24-05-2017 21:11,24-05-2017 21:17,Business,Cary,Durham,9.9,Meeting
25-05-2017 21:11,25-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
26-05-2017 21:11,26-05-2017 21:17,Business,Whitebridge,Summerwinds,8.8,Meeting
27-05-2017 21:11,27-05-2017 21:17,Business,Summerwinds,Whitebridge,8.7,Temporary Site
28-05-2017 21:11,28-05-2017 21:17,Business,Cary,Durham,11.8,Meeting
29-05-2017 21:11,29-05-2017 21:17,Business,Parkwood,Parkwood,1.2,Errand/Supplies
30-05-2017 21:11,30-05-2017 21:17,Business,Durham,Cary,9.9,Meeting
31-05-2017 21:11,31-05-2017 21:17,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies
01-06-2017 21:11,01-06-2017 21:17,Business,Cary,Durham,9.9,
02-06-2017 21:11,02-06-2017 21:17,Business,Durham,Morrisville,8.6,
03-06-2017 21:11,03-06-2017 21:17,Business,Morrisville,Cary,6.3,Meal/Entertain
04-06-2017 21:11,04-06-2017 21:17,Business,Cary,Durham,9.9,Meeting
05-06-2017 21:11,05-06-2017 21:17,Business,Durham,Cary,9.9,
06-06-2017 21:11,06-06-2017 21:17,Business,Cary,Morrisville,3.3,Meal/Entertain
07-06-2017 21:11,07-06-2017 21:17,Business,Morrisville,Cary,3.1,Customer Visit
08-06-2017 21:11,08-06-2017 21:17,Business,Cary,Morrisville,7.9,Temporary Site
09-06-2017 21:11,09-06-2017 21:17,Business,Morrisville,Cary,8.9,
10-06-2017 21:11,10-06-2017 21:17,Business,Kenner,New Orleans,12.8,
11-06-2017 21:11,11-06-2017 21:17,Business,CBD,Pontchartrain Beach,7.7,
12-06-2017 21:11,12-06-2017 21:17,Business,Pontchartrain Beach,CBD,7,
13-06-2017 21:11,13-06-2017 21:17,Business,New Orleans,Metairie,12.5,
14-06-2017 21:11,14-06-2017 21:17,Business,Kenner,New Orleans,13.2,
15-06-2017 21:11,15-06-2017 21:17,Business,New Orleans,Kenner,13,
16-06-2017 21:11,16-06-2017 21:17,Business,Kenner,Metairie,4.9,
17-06-2017 21:11,17-06-2017 21:17,Business,Metairie,New Orleans,8.5,
18-06-2017 21:11,18-06-2017 21:17,Business,CBD,St Thomas,1.3,
19-06-2017 21:11,19-06-2017 21:17,Business,St Thomas,CBD,1.8,
20-06-2017 21:11,20-06-2017 21:17,Business,New Orleans,Kenner,13.6,
21-06-2017 21:11,21-06-2017 21:17,Business,Kenner,New Orleans,13.4,
22-06-2017 21:11,22-06-2017 21:17,Business,New Orleans,Kenner,12.3,
23-06-2017 21:11,23-06-2017 21:17,Personal,Kenner,Kenner,1.4,
24-06-2017 21:11,24-06-2017 21:17,Personal,Morrisville,Cary,8.7,
25-06-2017 21:11,25-06-2017 21:17,Personal,Cary,Morrisville,23.5,
26-06-2017 21:11,26-06-2017 21:17,Personal,Morrisville,Morrisville,2.2,
27-06-2017 21:11,27-06-2017 21:17,Personal,Morrisville,Cary,4.4,
28-06-2017 21:11,28-06-2017 21:17,Personal,Cary,Morrisville,3.3,
29-06-2017 21:11,29-06-2017 21:17,Business,Morrisville,Morrisville,11.8,Errand/Supplies
30-06-2017 21:11,30-06-2017 21:17,Business,Morrisville,Banner Elk,195.3,
01-07-2017 21:11,01-07-2017 21:17,Personal,Banner Elk,Banner Elk,8.3,
02-07-2017 21:11,02-07-2017 21:17,Personal,Banner Elk,Banner Elk,3.2,
03-07-2017 21:11,03-07-2017 21:17,Personal,Banner Elk,Elk Park,22.4,
04-07-2017 21:11,04-07-2017 21:17,Personal,Elk Park,Banner Elk,12.2,
05-07-2017 21:11,05-07-2017 21:17,Personal,Banner Elk,Banner Elk,4.5,
06-07-2017 21:11,06-07-2017 21:17,Personal,Banner Elk,Newland,28.1,
07-07-2017 21:11,07-07-2017 21:17,Personal,Newland,Newland,3.8,
08-07-2017 21:11,08-07-2017 21:17,Personal,Newland,Boone,41.9,
09-07-2017 21:11,09-07-2017 21:17,Personal,Boone,Banner Elk,23.8,
10-07-2017 21:11,10-07-2017 21:17,Personal,Banner Elk,Banner Elk,13,
11-07-2017 21:11,11-07-2017 21:17,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies
12-07-2017 21:11,12-07-2017 21:17,Personal,Banner Elk,Boone,15.1,Charity ($)
13-07-2017 21:11,13-07-2017 21:17,Personal,Boone,Cary,180.2,Commute
14-07-2017 21:11,14-07-2017 21:17,Personal,Cary,Morrisville,4.1,Moving
15-07-2017 21:11,15-07-2017 21:17,Personal,Morrisville,Cary,6.1,Moving
16-07-2017 21:11,16-07-2017 21:17,Personal,Northwoods,Preston,3.3,Moving
17-07-2017 21:11,17-07-2017 21:17,Personal,Preston,Whitebridge,4.7,Moving
18-07-2017 21:11,18-07-2017 21:17,Business,Cary,Apex,7.2,Meeting
19-07-2017 21:11,19-07-2017 21:17,Business,Apex,Cary,5.5,Meal/Entertain
20-07-2017 21:11,20-07-2017 21:17,Business,Cary,Morrisville,3.3,Meal/Entertain
21-07-2017 21:11,21-07-2017 21:17,Business,Hazelwood,Weston,0.9,Errand/Supplies
22-07-2017 21:11,22-07-2017 21:17,Business,Morrisville,Cary,3.8,Meal/Entertain
